om,yr,mo,dy,date,time,tz,st,stf,stn,f
635,2009,6,9,2009-06-09,14:12:00,3,NE,31,0,EF-0
636,2009,6,9,2009-06-09,15:15:00,3,NE,31,0,EF-0
637,2009,6,9,2009-06-09,15:21:00,3,MD,24,0,EF-0
638,2009,6,9,2009-06-09,17:11:00,3,CO,8,0,EF-0
639,2009,6,9,2009-06-09,17:53:00,3,KS,20,0,EF-0
640,2009,6,9,2009-06-09,18:59:00,3,MO,29,0,EF-0
641,2009,6,10,2009-06-10,12:59:00,3,NE,31,0,EF-0
642,2009,6,10,2009-06-10,13:55:00,3,WY,56,0,EF-0
643,2009,6,10,2009-06-10,14:30:00,3,CO,8,0,EF-0
644,2009,6,10,2009-06-10,14:38:00,3,NE,31,0,EF-0
645,2009,6,10,2009-06-10,16:05:00,3,CO,8,0,EF-0
646,2009,6,10,2009-06-10,16:20:00,3,FL,12,0,EF-0
647,2009,6,10,2009-06-10,16:41:00,3,MO,29,0,EF-0
648,2009,6,10,2009-06-10,17:00:00,3,OK,40,0,EF-0
649,2009,6,10,2009-06-10,17:11:00,3,OK,40,0,EF-0
650,2009,6,10,2009-06-10,17:40:00,3,TX,48,0,EF-0
651,2009,6,10,2009-06-10,17:50:00,3,TX,48,0,EF-0
652,2009,6,10,2009-06-10,17:53:00,3,TX,48,0,EF-1
653,2009,6,10,2009-06-10,18:05:00,3,TX,48,0,EF-0
654,2009,6,10,2009-06-10,19:05:00,3,MO,29,0,EF-1
655,2009,6,10,2009-06-10,19:28:00,3,KS,20,0,EF-0
656,2009,6,10,2009-06-10,20:22:00,3,TX,48,0,EF-0
657,2009,6,10,2009-06-10,20:25:00,3,TX,48,0,EF-0
658,2009,6,10,2009-06-10,21:15:00,3,TX,48,0,EF-0
659,2009,6,11,2009-06-11,16:02:00,3,KY,21,0,EF-0
659,2009,6,11,2009-06-11,16:02:00,3,KY,21,0,EF-0
659,2009,6,11,2009-06-11,16:08:00,3,IN,18,0,EF-0
660,2009,6,11,2009-06-11,16:36:00,3,KY,21,0,EF-0
661,2009,6,11,2009-06-11,17:00:00,3,KY,21,0,EF-1
662,2009,6,11,2009-06-11,18:01:00,3,KY,21,0,EF-1
663,2009,6,11,2009-06-11,18:03:00,3,CO,8,0,EF-0
664,2009,6,11,2009-06-11,18:35:00,3,CO,8,0,EF-0
665,2009,6,12,2009-06-12,13:10:00,3,AR,5,0,EF-1
666,2009,6,12,2009-06-12,15:58:00,3,MS,28,0,EF-2
667,2009,6,12,2009-06-12,16:00:00,3,TN,47,0,EF-1
668,2009,6,12,2009-06-12,16:29:00,3,TX,48,0,EF-1
669,2009,6,12,2009-06-12,16:50:00,3,TX,48,0,EF-1
670,2009,6,12,2009-06-12,17:10:00,3,TX,48,0,EF-1
671,2009,6,12,2009-06-12,17:58:00,3,TX,48,0,EF-0
672,2009,6,12,2009-06-12,18:15:00,3,TX,48,0,EF-1
673,2009,6,12,2009-06-12,18:50:00,3,TX,48,0,EF-0
674,2009,6,12,2009-06-12,19:40:00,3,TX,48,0,EF-0
675,2009,6,12,2009-06-12,20:38:00,3,TX,48,0,EF-1
676,2009,6,12,2009-06-12,21:23:00,3,OK,40,0,EF-1
677,2009,6,13,2009-06-13,17:25:00,3,TX,48,0,EF-1
678,2009,6,13,2009-06-13,17:30:00,3,TX,48,0,EF-2
679,2009,6,13,2009-06-13,17:32:00,3,TX,48,0,EF-0
680,2009,6,13,2009-06-13,17:51:00,3,TX,48,0,EF-0
681,2009,6,13,2009-06-13,18:01:00,3,CO,8,0,EF-0
682,2009,6,13,2009-06-13,18:08:00,3,TX,48,0,EF-1
683,2009,6,13,2009-06-13,18:36:00,3,CO,8,0,EF-0
684,2009,6,13,2009-06-13,18:47:00,3,CO,8,0,EF-0
685,2009,6,13,2009-06-13,18:54:00,3,TX,48,0,EF-0
686,2009,6,14,2009-06-14,09:25:00,3,AL,1,0,EF-1
687,2009,6,14,2009-06-14,13:27:00,3,WY,56,0,EF-0
688,2009,6,14,2009-06-14,14:53:00,3,WY,56,0,EF-0
689,2009,6,14,2009-06-14,16:23:00,3,KS,20,0,EF-0
690,2009,6,14,2009-06-14,16:45:00,3,KY,21,0,EF-1
691,2009,6,14,2009-06-14,16:47:00,3,KS,20,0,EF-1
692,2009,6,14,2009-06-14,16:50:00,3,KS,20,0,EF-1
693,2009,6,14,2009-06-14,19:03:00,3,KS,20,0,EF-1
694,2009,6,15,2009-06-15,00:49:00,3,KS,20,0,EF-0
695,2009,6,15,2009-06-15,13:35:00,3,CO,8,0,EF-2
696,2009,6,15,2009-06-15,14:04:00,3,CO,8,0,EF-0
697,2009,6,15,2009-06-15,14:10:00,3,CO,8,0,EF-0
698,2009,6,15,2009-06-15,15:26:00,3,KS,20,0,EF-0
699,2009,6,15,2009-06-15,15:32:00,3,NE,31,0,EF-0
700,2009,6,15,2009-06-15,16:25:00,3,KS,20,0,EF-0
701,2009,6,15,2009-06-15,16:26:00,3,KS,20,0,EF-1
702,2009,6,15,2009-06-15,16:27:00,3,KS,20,0,EF-1
703,2009,6,15,2009-06-15,16:37:00,3,KS,20,0,EF-0
704,2009,6,15,2009-06-15,16:40:00,3,KS,20,0,EF-1
705,2009,6,15,2009-06-15,16:56:00,3,KS,20,0,EF-1
706,2009,6,15,2009-06-15,17:03:00,3,KS,20,0,EF-2
707,2009,6,15,2009-06-15,17:23:00,3,TX,48,0,EF-0
708,2009,6,15,2009-06-15,17:45:00,3,KS,20,0,EF-0
709,2009,6,15,2009-06-15,17:47:00,3,KS,20,0,EF-0
710,2009,6,15,2009-06-15,17:50:00,3,KS,20,0,EF-0
711,2009,6,15,2009-06-15,17:55:00,3,KS,20,0,EF-0
712,2009,6,15,2009-06-15,17:58:00,3,KS,20,0,EF-0
713,2009,6,15,2009-06-15,18:01:00,3,KS,20,0,EF-0
714,2009,6,15,2009-06-15,18:04:00,3,KS,20,0,EF-0
715,2009,6,15,2009-06-15,18:08:00,3,KS,20,0,EF-0
716,2009,6,15,2009-06-15,18:17:00,3,KS,20,0,EF-0
717,2009,6,15,2009-06-15,18:20:00,3,KS,20,0,EF-0
718,2009,6,15,2009-06-15,18:37:00,3,KS,20,0,EF-1
719,2009,6,15,2009-06-15,19:18:00,3,NE,31,0,EF-0
720,2009,6,15,2009-06-15,19:37:00,3,NE,31,0,EF-0
721,2009,6,15,2009-06-15,19:40:00,3,KS,20,0,EF-0
722,2009,6,15,2009-06-15,21:05:00,3,SD,46,0,EF-0
723,2009,6,15,2009-06-15,21:20:00,3,SD,46,0,EF-0
724,2009,6,15,2009-06-15,21:30:00,3,SD,46,0,EF-0
725,2009,6,16,2009-06-16,04:40:00,3,MO,29,0,EF-1
726,2009,6,16,2009-06-16,11:00:00,3,SD,46,0,EF-0
727,2009,6,16,2009-06-16,11:28:00,3,KY,21,0,EF-1
728,2009,6,16,2009-06-16,12:00:00,3,ND,38,0,EF-0
729,2009,6,16,2009-06-16,12:35:00,3,SD,46,0,EF-0
730,2009,6,16,2009-06-16,13:02:00,3,SD,46,0,EF-0
731,2009,6,16,2009-06-16,13:09:00,3,SD,46,0,EF-0
732,2009,6,16,2009-06-16,14:00:00,3,ND,38,0,EF-0
733,2009,6,16,2009-06-16,14:55:00,3,SD,46,0,EF-0
734,2009,6,16,2009-06-16,15:42:00,3,NC,37,0,EF-0
735,2009,6,16,2009-06-16,16:00:00,3,NC,37,0,EF-1
736,2009,6,16,2009-06-16,16:31:00,3,SD,46,0,EF-0
737,2009,6,16,2009-06-16,16:40:00,3,VA,51,0,EF-0
738,2009,6,16,2009-06-16,16:50:00,3,SC,45,0,EF-1
739,2009,6,16,2009-06-16,17:36:00,3,SD,46,0,EF-0
740,2009,6,16,2009-06-16,17:50:00,3,SD,46,0,EF-0
741,2009,6,16,2009-06-16,17:55:00,3,VA,51,0,EF-0
742,2009,6,16,2009-06-16,18:20:00,3,SD,46,0,EF-0
743,2009,6,16,2009-06-16,18:27:00,3,SD,46,0,EF-1
744,2009,6,16,2009-06-16,18:35:00,3,VA,51,0,EF-0
745,2009,6,16,2009-06-16,19:25:00,3,KY,21,0,EF-1
746,2009,6,16,2009-06-16,19:28:00,3,SD,46,0,EF-0
747,2009,6,16,2009-06-16,20:25:00,3,KS,20,0,EF-0
748,2009,6,17,2009-06-17,13:18:00,3,NE,31,0,EF-0
749,2009,6,17,2009-06-17,13:20:00,3,KS,20,0,EF-1
750,2009,6,17,2009-06-17,13:55:00,3,KS,20,0,EF-0
751,2009,6,17,2009-06-17,15:40:00,3,MN,27,0,EF-0
752,2009,6,17,2009-06-17,16:08:00,3,MN,27,0,EF-0
753,2009,6,17,2009-06-17,17:27:00,3,OH,39,0,EF-0
754,2009,6,17,2009-06-17,17:54:00,3,NE,31,0,EF-1
755,2009,6,17,2009-06-17,18:05:00,3,NE,31,0,EF-0
756,2009,6,17,2009-06-17,18:10:00,3,NE,31,0,EF-0
757,2009,6,17,2009-06-17,18:25:00,3,KY,21,0,EF-0
758,2009,6,17,2009-06-17,18:30:00,3,MN,27,0,EF-0
759,2009,6,17,2009-06-17,18:50:00,3,NE,31,0,EF-0
760,2009,6,17,2009-06-17,19:00:00,3,MN,27,0,EF-2
761,2009,6,17,2009-06-17,19:02:00,3,MN,27,0,EF-0
762,2009,6,17,2009-06-17,19:38:00,3,NE,31,0,EF-0
763,2009,6,17,2009-06-17,19:50:00,3,NE,31,0,EF-0
764,2009,6,17,2009-06-17,19:51:00,3,MN,27,0,EF-0
765,2009,6,17,2009-06-17,19:59:00,3,NE,31,0,EF-2
766,2009,6,18,2009-06-18,17:04:00,3,ND,38,0,EF-1
767,2009,6,18,2009-06-18,17:50:00,3,MN,27,0,EF-0
768,2009,6,18,2009-06-18,18:15:00,3,MN,27,0,EF-1
769,2009,6,18,2009-06-18,20:11:00,3,SD,46,0,EF-0
770,2009,6,18,2009-06-18,22:27:00,3,WI,55,0,EF-0
771,2009,6,19,2009-06-19,16:42:00,3,WI,55,0,EF-0
772,2009,6,19,2009-06-19,16:50:00,3,IL,17,0,EF-0
773,2009,6,19,2009-06-19,17:09:00,3,IL,17,0,EF-0
774,2009,6,19,2009-06-19,18:10:00,3,IL,17,0,EF-1
775,2009,6,19,2009-06-19,19:38:00,3,MI,26,0,EF-2
776,2009,6,19,2009-06-19,19:53:00,3,MI,26,0,EF-1
777,2009,6,19,2009-06-19,20:08:00,3,MI,26,0,EF-2
778,2009,6,20,2009-06-20,13:31:00,3,MD,24,0,EF-0
779,2009,6,20,2009-06-20,13:44:00,3,MD,24,0,EF-1
780,2009,6,20,2009-06-20,15:40:00,3,NV,32,0,EF-0
781,2009,6,20,2009-06-20,16:00:00,3,NV,32,0,EF-0
782,2009,6,20,2009-06-20,16:44:00,3,KS,20,0,EF-0
783,2009,6,20,2009-06-20,17:10:00,3,KS,20,0,EF-0
784,2009,6,20,2009-06-20,17:17:00,3,KS,20,0,EF-1
785,2009,6,20,2009-06-20,18:11:00,3,KS,20,0,EF-0
786,2009,6,20,2009-06-20,18:22:00,3,KS,20,0,EF-0
787,2009,6,20,2009-06-20,18:44:00,3,KS,20,0,EF-0
788,2009,6,20,2009-06-20,18:55:00,3,KS,20,0,EF-1
789,2009,6,20,2009-06-20,19:05:00,3,KS,20,0,EF-0
790,2009,6,20,2009-06-20,19:45:00,3,KS,20,0,EF-0
791,2009,6,20,2009-06-20,20:10:00,3,KS,20,0,EF-0
792,2009,6,20,2009-06-20,20:12:00,3,KS,20,0,EF-0
793,2009,6,21,2009-06-21,11:50:00,3,ID,16,0,EF-0
794,2009,6,21,2009-06-21,15:48:00,3,IA,19,0,EF-0
795,2009,6,21,2009-06-21,16:29:00,3,IA,19,0,EF-0
796,2009,6,21,2009-06-21,16:36:00,3,IA,19,0,EF-0
797,2009,6,21,2009-06-21,17:15:00,3,IA,19,0,EF-0
798,2009,6,21,2009-06-21,17:39:00,3,IA,19,0,EF-0
799,2009,6,21,2009-06-21,17:51:00,3,IA,19,0,EF-0
800,2009,6,21,2009-06-21,17:59:00,3,IA,19,0,EF-0
801,2009,6,21,2009-06-21,18:20:00,3,IA,19,0,EF-1
802,2009,6,21,2009-06-21,18:25:00,3,IA,19,0,EF-1
803,2009,6,21,2009-06-21,18:36:00,3,MN,27,0,EF-0
804,2009,6,21,2009-06-21,19:08:00,3,MN,27,0,EF-0
805,2009,6,21,2009-06-21,19:18:00,3,MN,27,0,EF-0
806,2009,6,21,2009-06-21,19:32:00,3,MN,27,0,EF-0
807,2009,6,22,2009-06-22,21:47:00,3,CO,8,0,EF-0
808,2009,6,22,2009-06-22,22:10:00,3,CO,8,0,EF-0
809,2009,6,23,2009-06-23,14:45:00,3,FL,12,0,EF-0
810,2009,6,23,2009-06-23,15:15:00,3,FL,12,0,EF-0
811,2009,6,23,2009-06-23,16:58:00,3,CO,8,0,EF-0
812,2009,6,23,2009-06-23,18:07:00,3,NE,31,0,EF-0
813,2009,6,23,2009-06-23,19:09:00,3,WI,55,0,EF-0
814,2009,6,23,2009-06-23,19:54:00,3,NE,31,0,EF-0
815,2009,6,23,2009-06-23,20:07:00,3,CO,8,0,EF-0
816,2009,6,23,2009-06-23,22:25:00,3,FL,12,0,EF-1
817,2009,6,24,2009-06-24,17:28:00,3,ND,38,0,EF-1
818,2009,6,24,2009-06-24,18:03:00,3,ND,38,0,EF-0
819,2009,6,24,2009-06-24,19:07:00,3,SD,46,0,EF-0
820,2009,6,24,2009-06-24,19:50:00,3,SD,46,0,EF-0
821,2009,6,24,2009-06-24,20:00:00,3,SD,46,0,EF-0
822,2009,6,24,2009-06-24,20:41:00,3,SD,46,0,EF-0
823,2009,6,24,2009-06-24,20:42:00,3,SD,46,0,EF-0
824,2009,6,24,2009-06-24,21:26:00,3,SD,46,0,EF-0
825,2009,6,24,2009-06-24,22:04:00,3,SD,46,0,EF-0
826,2009,6,24,2009-06-24,22:39:00,3,SD,46,0,EF-0
827,2009,6,24,2009-06-24,22:43:00,3,NE,31,0,EF-2
828,2009,6,24,2009-06-24,23:27:00,3,SD,46,0,EF-0
829,2009,6,26,2009-06-26,13:20:00,3,ME,23,0,EF-0
830,2009,6,26,2009-06-26,14:50:00,3,CT,9,0,EF-1
831,2009,6,26,2009-06-26,15:00:00,3,FL,12,0,EF-0
832,2009,6,26,2009-06-26,16:00:00,3,CO,8,0,EF-0
833,2009,6,26,2009-06-26,16:30:00,3,ND,38,0,EF-0
834,2009,6,26,2009-06-26,16:32:00,3,ND,38,0,EF-0
836,2009,6,26,2009-06-26,17:30:00,3,ND,38,0,EF-0
835,2009,6,26,2009-06-26,17:30:00,3,ND,38,0,EF-1
837,2009,6,26,2009-06-26,17:35:00,3,ND,38,0,EF-1
838,2009,6,26,2009-06-26,17:43:00,3,ND,38,0,EF-0
839,2009,6,26,2009-06-26,17:55:00,3,ND,38,0,EF-1
840,2009,6,26,2009-06-26,18:10:00,3,ND,38,0,EF-0
841,2009,6,26,2009-06-26,18:22:00,3,ND,38,0,EF-0
842,2009,6,26,2009-06-26,18:43:00,3,ND,38,0,EF-0
843,2009,6,26,2009-06-26,19:15:00,3,NE,31,0,EF-0
844,2009,6,26,2009-06-26,19:22:00,3,NE,31,0,EF-1
845,2009,6,26,2009-06-26,19:35:00,3,ND,38,0,EF-1
846,2009,6,26,2009-06-26,20:12:00,3,ND,38,0,EF-0
847,2009,6,26,2009-06-26,20:50:00,3,ND,38,0,EF-0
848,2009,6,27,2009-06-27,13:45:00,3,ND,38,0,EF-0
849,2009,6,27,2009-06-27,13:55:00,3,ND,38,0,EF-0
850,2009,6,27,2009-06-27,16:48:00,3,SC,45,0,EF-0
851,2009,6,28,2009-06-28,15:50:00,3,AL,1,0,EF-0
852,2009,6,30,2009-06-30,13:05:00,3,FL,12,0,EF-0
853,2009,6,30,2009-06-30,15:00:00,3,WY,56,0,EF-0
854,2009,6,30,2009-06-30,18:08:00,3,MT,30,0,EF-0
855,2009,7,1,2009-07-01,05:48:00,3,FL,12,0,EF-0
856,2009,7,3,2009-07-03,19:42:00,3,KS,20,0,EF-0
857,2009,7,4,2009-07-04,17:29:00,3,KY,21,0,EF-0
858,2009,7,4,2009-07-04,17:39:00,3,KY,21,0,EF-0
859,2009,7,4,2009-07-04,18:13:00,3,KY,21,0,EF-1
860,2009,7,5,2009-07-05,18:40:00,3,CO,8,0,EF-0
861,2009,7,5,2009-07-05,18:55:00,3,MT,30,0,EF-0
862,2009,7,7,2009-07-07,17:10:00,3,MN,27,0,EF-0
863,2009,7,8,2009-07-08,15:55:00,3,IL,17,0,EF-0
864,2009,7,8,2009-07-08,16:03:00,3,IL,17,0,EF-0
865,2009,7,8,2009-07-08,17:06:00,3,SD,46,0,EF-1
866,2009,7,8,2009-07-08,18:05:00,3,ND,38,0,EF-0
867,2009,7,8,2009-07-08,18:15:00,3,ND,38,0,EF-1
868,2009,7,8,2009-07-08,18:27:00,3,ND,38,0,EF-0
869,2009,7,8,2009-07-08,19:19:00,3,ND,38,0,EF-0
870,2009,7,8,2009-07-08,19:35:00,3,ND,38,0,EF-0
871,2009,7,8,2009-07-08,19:45:00,3,ND,38,0,EF-0
872,2009,7,8,2009-07-08,20:15:00,3,ND,38,0,EF-3
873,2009,7,8,2009-07-08,20:30:00,3,ND,38,0,EF-1
874,2009,7,8,2009-07-08,21:10:00,3,SD,46,0,EF-0
875,2009,7,8,2009-07-08,22:53:00,3,SD,46,0,EF-0
876,2009,7,9,2009-07-09,00:31:00,3,SD,46,0,EF-1
877,2009,7,9,2009-07-09,00:48:00,3,SD,46,0,EF-1
878,2009,7,11,2009-07-11,13:55:00,3,OH,39,0,EF-1
879,2009,7,11,2009-07-11,14:20:00,3,OH,39,0,EF-1
880,2009,7,11,2009-07-11,15:40:00,3,PA,42,0,EF-0
881,2009,7,11,2009-07-11,17:35:00,3,CO,8,0,EF-0
882,2009,7,11,2009-07-11,18:55:00,3,ND,38,0,EF-0
883,2009,7,12,2009-07-12,16:30:00,3,FL,12,0,EF-0
884,2009,7,13,2009-07-13,17:20:00,3,NM,35,0,EF-0
885,2009,7,13,2009-07-13,17:35:00,3,SD,46,0,EF-0
886,2009,7,13,2009-07-13,18:10:00,3,WY,56,0,EF-2
887,2009,7,13,2009-07-13,19:33:00,3,MT,30,0,EF-0
888,2009,7,13,2009-07-13,19:40:00,3,MT,30,0,EF-0
889,2009,7,13,2009-07-13,20:20:00,3,NE,31,0,EF-2
890,2009,7,14,2009-07-14,15:21:00,3,MN,27,0,EF-2
891,2009,7,14,2009-07-14,15:41:00,3,MN,27,0,EF-1
892,2009,7,14,2009-07-14,16:07:00,3,MN,27,0,EF-0
893,2009,7,14,2009-07-14,17:52:00,3,KS,20,0,EF-0
894,2009,7,15,2009-07-15,17:45:00,3,FL,12,0,EF-0
895,2009,7,16,2009-07-16,17:05:00,3,VT,50,0,EF-0
896,2009,7,17,2009-07-17,08:48:00,3,VA,51,0,EF-1
897,2009,7,17,2009-07-17,09:02:00,3,VA,51,0,EF-1
898,2009,7,17,2009-07-17,09:25:00,3,VA,51,0,EF-0
899,2009,7,17,2009-07-17,15:23:00,3,NC,37,0,EF-0
900,2009,7,17,2009-07-17,18:12:00,3,NC,37,0,EF-0
901,2009,7,17,2009-07-17,18:55:00,3,CO,8,0,EF-0
902,2009,7,18,2009-07-18,17:05:00,3,ME,23,0,EF-0
903,2009,7,18,2009-07-18,21:02:00,3,NM,35,0,EF-0
904,2009,7,20,2009-07-20,18:03:00,3,KS,20,0,EF-0
905,2009,7,20,2009-07-20,18:09:00,3,KS,20,0,EF-0
906,2009,7,20,2009-07-20,18:25:00,3,KS,20,0,EF-0
907,2009,7,20,2009-07-20,18:34:00,3,KS,20,0,EF-0
908,2009,7,20,2009-07-20,18:45:00,3,KS,20,0,EF-0
909,2009,7,20,2009-07-20,19:21:00,3,KS,20,0,EF-0
910,2009,7,20,2009-07-20,21:02:00,3,KS,20,0,EF-0
911,2009,7,20,2009-07-20,23:39:00,3,CO,8,0,EF-0
912,2009,7,21,2009-07-21,12:42:00,3,AR,5,0,EF-0
913,2009,7,21,2009-07-21,15:09:00,3,TX,48,0,EF-0
914,2009,7,21,2009-07-21,15:12:00,3,AR,5,0,EF-0
915,2009,7,21,2009-07-21,15:34:00,3,AR,5,0,EF-0
916,2009,7,21,2009-07-21,19:20:00,3,AR,5,0,EF-0
917,2009,7,23,2009-07-23,15:15:00,3,CO,8,0,EF-0
918,2009,7,23,2009-07-23,19:26:00,3,CO,8,0,EF-0
919,2009,7,23,2009-07-23,23:30:00,3,MD,24,0,EF-0
920,2009,7,24,2009-07-24,15:46:00,3,FL,12,0,EF-0
921,2009,7,24,2009-07-24,16:12:00,3,WI,55,0,EF-0
922,2009,7,24,2009-07-24,16:25:00,3,FL,12,0,EF-0
923,2009,7,24,2009-07-24,17:32:00,3,WI,55,0,EF-0
924,2009,7,24,2009-07-24,20:50:00,3,IL,17,0,EF-1
925,2009,7,25,2009-07-25,14:53:00,3,NY,36,0,EF-1
926,2009,7,25,2009-07-25,15:55:00,3,NY,36,0,EF-0
927,2009,7,26,2009-07-26,16:21:00,3,PA,42,0,EF-1
928,2009,7,26,2009-07-26,16:50:00,3,NY,36,0,EF-1
929,2009,7,26,2009-07-26,17:15:00,3,NY,36,0,EF-0
930,2009,7,27,2009-07-27,09:27:00,3,FL,12,0,EF-0
931,2009,7,27,2009-07-27,16:16:00,3,WI,55,0,EF-1
932,2009,7,27,2009-07-27,16:48:00,3,WI,55,0,EF-1
933,2009,7,27,2009-07-27,17:21:00,3,CO,8,0,EF-0
934,2009,7,27,2009-07-27,17:25:00,3,WY,56,0,EF-0
935,2009,7,27,2009-07-27,19:10:00,3,WI,55,0,EF-0
936,2009,7,28,2009-07-28,08:28:00,3,TX,48,0,EF-1
937,2009,7,28,2009-07-28,12:20:00,3,KS,20,0,EF-0
938,2009,7,28,2009-07-28,14:43:00,3,MS,28,0,EF-0
939,2009,7,28,2009-07-28,16:32:00,3,TN,47,0,EF-1
940,2009,7,28,2009-07-28,18:55:00,3,AL,1,0,EF-0
941,2009,7,29,2009-07-29,11:18:00,3,PA,42,0,EF-0
942,2009,7,29,2009-07-29,11:22:00,3,PA,42,0,EF-0
943,2009,7,29,2009-07-29,11:35:00,3,PA,42,0,EF-2
945,2009,7,29,2009-07-29,12:48:00,3,MD,24,0,EF-0
944,2009,7,29,2009-07-29,12:48:00,3,NJ,34,0,EF-2
944,2009,7,29,2009-07-29,12:48:00,3,NJ,34,0,EF-2
944,2009,7,29,2009-07-29,13:05:00,3,NY,36,0,EF-0
946,2009,7,29,2009-07-29,13:29:00,3,MD,24,0,EF-0
947,2009,7,29,2009-07-29,16:58:00,3,CO,8,0,EF-0
948,2009,7,29,2009-07-29,17:28:00,3,CO,8,0,EF-0
949,2009,7,30,2009-07-30,10:15:00,3,LA,22,0,EF-0
950,2009,7,30,2009-07-30,13:42:00,3,AR,5,0,EF-1
951,2009,7,30,2009-07-30,14:23:00,3,AR,5,0,EF-2
951,2009,7,30,2009-07-30,14:23:00,3,AR,5,0,EF-2
952,2009,7,30,2009-07-30,14:48:00,3,AR,5,0,EF-0
951,2009,7,30,2009-07-30,15:05:00,3,MS,28,0,EF-2
951,2009,7,30,2009-07-30,15:09:00,3,AR,5,0,EF-2
953,2009,7,30,2009-07-30,15:11:00,3,AR,5,0,EF-0
951,2009,7,30,2009-07-30,15:16:00,3,MS,28,0,EF-2
951,2009,7,30,2009-07-30,15:24:00,3,AR,5,0,EF-2
954,2009,7,30,2009-07-30,15:26:00,3,IL,17,0,EF-0
955,2009,7,30,2009-07-30,15:49:00,3,TN,47,0,EF-1
956,2009,7,30,2009-07-30,16:00:00,3,MS,28,0,EF-2
957,2009,7,30,2009-07-30,16:01:00,3,TN,47,0,EF-0
958,2009,7,30,2009-07-30,18:40:00,3,TN,47,0,EF-1
959,2009,7,30,2009-07-30,18:52:00,3,TN,47,0,EF-0
960,2009,7,30,2009-07-30,22:00:00,3,TN,47,0,EF-1
961,2009,7,30,2009-07-30,22:35:00,3,KY,21,0,EF-1
962,2009,7,31,2009-07-31,05:45:00,3,OH,39,0,EF-1
963,2009,7,31,2009-07-31,12:06:00,3,MD,24,0,EF-1
964,2009,7,31,2009-07-31,12:08:00,3,MD,24,0,EF-1
965,2009,7,31,2009-07-31,12:40:00,3,MD,24,0,EF-0
966,2009,7,31,2009-07-31,12:42:00,3,MD,24,0,EF-1
967,2009,7,31,2009-07-31,13:56:00,3,CT,9,0,EF-1
968,2009,7,31,2009-07-31,14:28:00,3,CT,9,0,EF-1
969,2009,7,31,2009-07-31,19:42:00,3,KS,20,0,EF-0
970,2009,7,31,2009-07-31,19:44:00,3,KS,20,0,EF-0
971,2009,7,31,2009-07-31,20:25:00,3,KS,20,0,EF-0
972,2009,7,31,2009-07-31,20:32:00,3,KS,20,0,EF-0
1095,2009,8,2,2009-08-02,11:35:00,3,NY,36,0,EF-0
1094,2009,8,2,2009-08-02,19:40:00,3,KS,20,0,EF-0
1093,2009,8,2,2009-08-02,19:50:00,3,KS,20,0,EF-1
1092,2009,8,4,2009-08-04,10:10:00,3,IN,18,0,EF-1
1091,2009,8,4,2009-08-04,17:55:00,3,KY,21,0,EF-0
1090,2009,8,6,2009-08-06,16:10:00,3,UT,49,0,EF-0
1089,2009,8,6,2009-08-06,17:39:00,3,UT,49,0,EF-0
1088,2009,8,8,2009-08-08,19:33:00,3,MN,27,0,EF-1
1087,2009,8,8,2009-08-08,21:02:00,3,CO,8,0,EF-0
1086,2009,8,8,2009-08-08,21:24:00,3,WI,55,0,EF-1
1085,2009,8,8,2009-08-08,21:51:00,3,WI,55,0,EF-0
1084,2009,8,9,2009-08-09,12:05:00,3,NY,36,0,EF-1
1083,2009,8,9,2009-08-09,14:58:00,3,PA,42,0,EF-1
1082,2009,8,12,2009-08-12,12:00:00,3,SC,45,0,EF-0
1081,2009,8,12,2009-08-12,15:20:00,3,FL,12,0,EF-0
1080,2009,8,14,2009-08-14,17:27:00,3,WY,56,0,EF-0
1079,2009,8,15,2009-08-15,14:00:00,3,CO,8,0,EF-0
1078,2009,8,16,2009-08-16,14:42:00,3,FL,12,0,EF-0
1077,2009,8,17,2009-08-17,18:22:00,3,CO,8,0,EF-0
1076,2009,8,18,2009-08-18,12:57:00,3,TX,48,0,EF-1
1075,2009,8,18,2009-08-18,13:16:00,3,CO,8,0,EF-1
1074,2009,8,18,2009-08-18,14:18:00,3,CO,8,0,EF-0
1073,2009,8,18,2009-08-18,16:09:00,3,NM,35,0,EF-0
1072,2009,8,19,2009-08-19,12:50:00,3,MN,27,0,EF-0
1071,2009,8,19,2009-08-19,13:10:00,3,IL,17,0,EF-1
1070,2009,8,19,2009-08-19,13:16:00,3,MN,27,0,EF-1
1069,2009,8,19,2009-08-19,13:40:00,3,MN,27,0,EF-1
1068,2009,8,19,2009-08-19,13:46:00,3,IL,17,0,EF-2
1067,2009,8,19,2009-08-19,13:57:00,3,WI,55,0,EF-0
1066,2009,8,19,2009-08-19,14:05:00,3,WI,55,0,EF-0
1065,2009,8,19,2009-08-19,14:07:00,3,MN,27,0,EF-0
1064,2009,8,19,2009-08-19,14:09:00,3,IA,19,0,EF-0
1063,2009,8,19,2009-08-19,14:17:00,3,IL,17,0,EF-1
1062,2009,8,19,2009-08-19,14:19:00,3,IL,17,0,EF-3
1061,2009,8,19,2009-08-19,14:25:00,3,MN,27,0,EF-0
1060,2009,8,19,2009-08-19,14:50:00,3,IA,19,0,EF-0
1059,2009,8,19,2009-08-19,14:50:00,3,IA,19,0,EF-0
1058,2009,8,19,2009-08-19,14:58:00,3,WI,55,0,EF-0
1057,2009,8,19,2009-08-19,15:00:00,3,MN,27,0,EF-0
